student_external_id,student_class,events,raw_history_tokens,live_memory_tokens,served_fact_tokens,compression_ratio_vs_live_memory,compression_ratio_vs_served_fact,raw_exceeds_input_ceiling,raw_input_cents_per_request,live_memory_input_cents_per_request
bench-student-00675,standard,159,15923,1196,85,13.314,187.329,False,1.5923,0.1196
bench-student-00676,standard,244,23077,1459,80,15.817,288.462,False,2.3077,0.1459
bench-student-00677,standard,378,34332,1459,91,23.531,377.275,True,3.4332,0.1459
bench-student-00678,standard,266,24901,1548,85,16.086,292.953,False,2.4901,0.1548
bench-student-00679,standard,211,20356,1542,80,13.201,254.45,False,2.0356,0.1542
bench-student-00680,standard,257,24127,1391,80,17.345,301.587,False,2.4127,0.1391
bench-student-00681,standard,252,23925,1552,80,15.416,299.062,False,2.3925,0.1552
bench-student-00682,heavy_tail,4500,367351,1119,96,328.285,3826.573,True,36.7351,0.1119
bench-student-00683,standard,158,15823,1462,80,10.823,197.787,False,1.5823,0.1462
bench-student-00684,standard,233,22111,1366,91,16.187,242.978,False,2.2111,0.1366
bench-student-00685,standard,222,21238,1274,80,16.67,265.475,False,2.1238,0.1274
bench-student-00686,standard,203,19610,1474,80,13.304,245.125,False,1.961,0.1474
bench-student-00687,standard,229,21893,1186,91,18.46,240.582,False,2.1893,0.1186
bench-student-00688,standard,260,24498,1722,80,14.226,306.225,False,2.4498,0.1722
bench-student-00689,standard,263,24698,1471,91,16.79,271.407,False,2.4698,0.1471
bench-student-00690,standard,225,21583,1275,91,16.928,237.176,False,2.1583,0.1275
bench-student-00691,standard,318,29214,1634,91,17.879,321.033,False,2.9214,0.1634
bench-student-00692,standard,201,19511,1545,80,12.628,243.887,False,1.9511,0.1545
bench-student-00693,standard,229,21797,1371,91,15.899,239.527,False,2.1797,0.1371
bench-student-00694,standard,270,25152,1279,91,19.665,276.396,False,2.5152,0.1279
bench-student-00695,standard,292,27101,1459,80,18.575,338.762,False,2.7101,0.1459
bench-student-00696,standard,294,27298,1631,80,16.737,341.225,False,2.7298,0.1631
bench-student-00697,standard,289,26825,1540,80,17.419,335.312,False,2.6825,0.154
bench-student-00698,standard,128,13358,1292,85,10.339,157.153,False,1.3358,0.1292
bench-student-00699,standard,228,21770,1456,80,14.952,272.125,False,2.177,0.1456
bench-student-00700,standard,180,17728,1446,80,12.26,221.6,False,1.7728,0.1446
bench-student-00701,standard,294,27201,1636,80,16.627,340.012,False,2.7201,0.1636
bench-student-00702,standard,350,31989,1631,80,19.613,399.863,False,3.1989,0.1631
bench-student-00703,standard,248,23337,1454,80,16.05,291.712,False,2.3337,0.1454
bench-student-00704,standard,361,32957,1803,80,18.279,411.962,True,3.2957,0.1803
bench-student-00705,standard,165,16343,1092,80,14.966,204.287,False,1.6343,0.1092
bench-student-00706,standard,188,18506,1639,80,11.291,231.325,False,1.8506,0.1639
bench-student-00707,standard,260,24512,1557,80,15.743,306.4,False,2.4512,0.1557
bench-student-00708,standard,293,27127,1725,91,15.726,298.099,False,2.7127,0.1725
bench-student-00709,standard,274,25664,1634,91,15.706,282.022,False,2.5664,0.1634
bench-student-00710,standard,212,20399,1449,80,14.078,254.988,False,2.0399,0.1449
bench-student-00711,standard,203,19618,1629,80,12.043,245.225,False,1.9618,0.1629
bench-student-00712,standard,284,26420,1469,91,17.985,290.33,False,2.642,0.1469
bench-student-00713,standard,179,17641,1186,91,14.874,193.857,False,1.7641,0.1186
bench-student-00714,standard,250,23584,1461,80,16.142,294.8,False,2.3584,0.1461
bench-student-00715,standard,203,19719,1558,91,12.657,216.692,False,1.9719,0.1558
bench-student-00716,standard,224,21349,1186,85,18.001,251.165,False,2.1349,0.1186
bench-student-00717,standard,233,22122,1449,80,15.267,276.525,False,2.2122,0.1449
bench-student-00718,standard,314,28974,1545,80,18.753,362.175,False,2.8974,0.1545
bench-student-00719,standard,228,21754,1459,80,14.91,271.925,False,2.1754,0.1459
bench-student-00720,standard,284,26344,1548,80,17.018,329.3,False,2.6344,0.1548
bench-student-00721,standard,224,21433,1297,80,16.525,267.913,False,2.1433,0.1297
bench-student-00722,standard,270,25241,1461,80,17.277,315.512,False,2.5241,0.1461
bench-student-00723,standard,311,28783,1290,80,22.312,359.788,False,2.8783,0.129
bench-student-00724,standard,283,26470,1634,80,16.2,330.875,False,2.647,0.1634
bench-student-00725,standard,186,18221,1368,80,13.319,227.762,False,1.8221,0.1368
bench-student-00726,standard,304,28041,1371,91,20.453,308.143,False,2.8041,0.1371
bench-student-00727,standard,305,28244,1720,91,16.421,310.374,False,2.8244,0.172
bench-student-00728,standard,249,23422,1629,80,14.378,292.775,False,2.3422,0.1629
bench-student-00729,standard,190,18516,1264,91,14.649,203.473,False,1.8516,0.1264
bench-student-00730,standard,203,19590,1274,80,15.377,244.875,False,1.959,0.1274
bench-student-00731,standard,276,25765,1373,80,18.765,322.062,False,2.5765,0.1373
bench-student-00732,standard,194,18800,1375,91,13.673,206.593,False,1.88,0.1375
bench-student-00733,standard,314,29029,1385,91,20.96,319.0,False,2.9029,0.1385
bench-student-00734,standard,265,24850,1542,80,16.115,310.625,False,2.485,0.1542
bench-student-00735,standard,302,27878,1636,85,17.04,327.976,False,2.7878,0.1636
bench-student-00736,standard,282,26256,1547,91,16.972,288.527,False,2.6256,0.1547
bench-student-00737,standard,236,22472,1545,80,14.545,280.9,False,2.2472,0.1545
bench-student-00738,standard,254,24011,1638,80,14.659,300.137,False,2.4011,0.1638
bench-student-00739,standard,323,29658,1646,80,18.018,370.725,False,2.9658,0.1646
bench-student-00740,standard,195,18937,1274,80,14.864,236.713,False,1.8937,0.1274
bench-student-00741,standard,268,25115,1722,80,14.585,313.938,False,2.5115,0.1722
bench-student-00742,standard,258,24260,1459,91,16.628,266.593,False,2.426,0.1459
bench-student-00743,standard,273,25471,1538,80,16.561,318.387,False,2.5471,0.1538
bench-student-00744,standard,205,19814,1279,80,15.492,247.675,False,1.9814,0.1279
bench-student-00745,standard,273,25504,1636,80,15.589,318.8,False,2.5504,0.1636
bench-student-00746,standard,266,24987,1636,80,15.273,312.337,False,2.4987,0.1636
bench-student-00747,standard,222,21184,1542,80,13.738,264.8,False,2.1184,0.1542
bench-student-00748,standard,297,27454,1471,80,18.663,343.175,False,2.7454,0.1471
bench-student-00749,standard,181,17826,1543,91,11.553,195.89,False,1.7826,0.1543
bench-student-00750,standard,227,21651,1558,80,13.897,270.637,False,2.1651,0.1558
bench-student-00751,standard,228,21725,1550,80,14.016,271.562,False,2.1725,0.155
bench-student-00752,standard,220,20966,1636,80,12.815,262.075,False,2.0966,0.1636
bench-student-00753,standard,222,21271,1198,80,17.755,265.887,False,2.1271,0.1198
bench-student-00754,standard,337,30790,1472,91,20.917,338.352,False,3.079,0.1472
bench-student-00755,standard,219,20974,1456,80,14.405,262.175,False,2.0974,0.1456
bench-student-00756,standard,228,21736,1451,80,14.98,271.7,False,2.1736,0.1451
bench-student-00757,standard,205,19741,1459,91,13.531,216.934,False,1.9741,0.1459
bench-student-00758,standard,255,23953,1459,80,16.417,299.413,False,2.3953,0.1459
bench-student-00759,standard,332,30508,1555,91,19.619,335.253,False,3.0508,0.1555
bench-student-00760,standard,279,26106,1467,85,17.796,307.129,False,2.6106,0.1467
bench-student-00761,standard,152,15387,1457,80,10.561,192.338,False,1.5387,0.1457
bench-student-00762,standard,374,34069,1720,80,19.808,425.863,True,3.4069,0.172
bench-student-00763,standard,214,20546,1186,91,17.324,225.78,False,2.0546,0.1186
bench-student-00764,standard,260,24459,1631,80,14.996,305.738,False,2.4459,0.1631
bench-student-00765,standard,185,18123,1194,80,15.178,226.537,False,1.8123,0.1194
bench-student-00766,standard,286,26625,1633,91,16.304,292.582,False,2.6625,0.1633
bench-student-00767,standard,279,26050,1545,91,16.861,286.264,False,2.605,0.1545
bench-student-00768,standard,178,17425,1368,80,12.738,217.812,False,1.7425,0.1368
bench-student-00769,standard,277,25839,1631,80,15.842,322.988,False,2.5839,0.1631
bench-student-00770,standard,170,16829,1641,80,10.255,210.363,False,1.6829,0.1641
bench-student-00771,standard,228,21636,1191,80,18.166,270.45,False,2.1636,0.1191
bench-student-00772,standard,217,20775,1456,80,14.269,259.688,False,2.0775,0.1456
bench-student-00773,standard,255,23954,1363,80,17.574,299.425,False,2.3954,0.1363
bench-student-00774,standard,331,30283,1648,80,18.376,378.538,False,3.0283,0.1648
bench-student-00775,standard,219,20986,1547,80,13.566,262.325,False,2.0986,0.1547
bench-student-00776,standard,305,28154,1735,80,16.227,351.925,False,2.8154,0.1735
bench-student-00777,standard,251,23627,1282,80,18.43,295.337,False,2.3627,0.1282
bench-student-00778,standard,168,16705,1371,85,12.185,196.529,False,1.6705,0.1371
bench-student-00779,heavy_tail,4500,366806,1200,91,305.672,4030.835,True,36.6806,0.12
bench-student-00780,standard,250,23614,1717,80,13.753,295.175,False,2.3614,0.1717
bench-student-00781,standard,202,19526,1457,80,13.402,244.075,False,1.9526,0.1457
bench-student-00782,standard,186,18228,1373,80,13.276,227.85,False,1.8228,0.1373
bench-student-00783,extreme_tail,10664,867116,1304,96,664.966,9032.458,True,86.7116,0.1304
bench-student-00784,standard,230,22033,1631,85,13.509,259.212,False,2.2033,0.1631
bench-student-00785,standard,366,33338,1636,80,20.378,416.725,True,3.3338,0.1636
bench-student-00786,standard,261,24335,1550,80,15.7,304.188,False,2.4335,0.155
bench-student-00787,standard,261,24504,1373,80,17.847,306.3,False,2.4504,0.1373
bench-student-00788,standard,237,22519,1724,80,13.062,281.488,False,2.2519,0.1724
bench-student-00789,standard,261,24440,1543,80,15.839,305.5,False,2.444,0.1543
bench-student-00790,standard,293,27280,1636,80,16.675,341.0,False,2.728,0.1636
bench-student-00791,standard,258,24337,1381,80,17.623,304.212,False,2.4337,0.1381
bench-student-00792,standard,353,32288,1459,80,22.13,403.6,True,3.2288,0.1459
bench-student-00793,standard,266,24844,1447,80,17.169,310.55,False,2.4844,0.1447
bench-student-00794,standard,140,14389,1638,80,8.784,179.863,False,1.4389,0.1638
bench-student-00795,standard,244,22994,1447,80,15.891,287.425,False,2.2994,0.1447
bench-student-00796,standard,349,31923,1371,91,23.284,350.802,False,3.1923,0.1371
bench-student-00797,standard,277,25939,1547,80,16.767,324.238,False,2.5939,0.1547
bench-student-00798,standard,288,26716,1454,80,18.374,333.95,False,2.6716,0.1454
bench-student-00799,standard,194,18826,1365,91,13.792,206.879,False,1.8826,0.1365
bench-student-00800,standard,217,20805,1631,80,12.756,260.062,False,2.0805,0.1631
bench-student-00801,standard,177,17452,1452,80,12.019,218.15,False,1.7452,0.1452
bench-student-00802,standard,286,26679,1537,91,17.358,293.176,False,2.6679,0.1537
bench-student-00803,standard,216,20792,1542,91,13.484,228.484,False,2.0792,0.1542
bench-student-00804,standard,238,22574,1457,80,15.493,282.175,False,2.2574,0.1457
bench-student-00805,standard,158,15930,1275,91,12.494,175.055,False,1.593,0.1275
bench-student-00806,standard,281,26141,1724,91,15.163,287.264,False,2.6141,0.1724
bench-student-00807,standard,232,22030,1452,91,15.172,242.088,False,2.203,0.1452
bench-student-00808,standard,257,24289,1368,85,17.755,285.753,False,2.4289,0.1368
bench-student-00809,standard,213,20441,1274,80,16.045,255.512,False,2.0441,0.1274
bench-student-00810,standard,290,27006,1644,80,16.427,337.575,False,2.7006,0.1644
bench-student-00811,standard,170,16932,1452,80,11.661,211.65,False,1.6932,0.1452
bench-student-00812,standard,217,20796,1548,80,13.434,259.95,False,2.0796,0.1548
bench-student-00813,standard,249,23580,1380,80,17.087,294.75,False,2.358,0.138
bench-student-00814,standard,233,22183,1383,85,16.04,260.976,False,2.2183,0.1383
bench-student-00815,standard,324,29881,1646,80,18.154,373.512,False,2.9881,0.1646
bench-student-00816,standard,308,28365,1371,80,20.689,354.562,False,2.8365,0.1371
bench-student-00817,standard,248,23358,1636,91,14.278,256.681,False,2.3358,0.1636
bench-student-00818,standard,311,28723,1547,91,18.567,315.637,False,2.8723,0.1547
bench-student-00819,standard,306,28293,1636,80,17.294,353.663,False,2.8293,0.1636
bench-student-00820,standard,232,22002,1279,91,17.203,241.78,False,2.2002,0.1279
bench-student-00821,standard,232,22116,1452,85,15.231,260.188,False,2.2116,0.1452
bench-student-00822,standard,207,19895,1380,80,14.417,248.688,False,1.9895,0.138
bench-student-00823,standard,337,30835,1371,80,22.491,385.438,False,3.0835,0.1371
bench-student-00824,standard,230,21846,1459,80,14.973,273.075,False,2.1846,0.1459
bench-student-00825,standard,228,21775,1538,91,14.158,239.286,False,2.1775,0.1538
bench-student-00826,standard,211,20304,1449,80,14.012,253.8,False,2.0304,0.1449
bench-student-00827,standard,252,23791,1543,91,15.419,261.44,False,2.3791,0.1543
bench-student-00828,standard,165,16433,1279,85,12.848,193.329,False,1.6433,0.1279
bench-student-00829,standard,242,22919,1636,91,14.009,251.857,False,2.2919,0.1636
bench-student-00830,standard,281,26220,1638,80,16.007,327.75,False,2.622,0.1638
bench-student-00831,standard,238,22627,1373,80,16.48,282.837,False,2.2627,0.1373
bench-student-00832,standard,338,31054,1459,80,21.284,388.175,False,3.1054,0.1459
bench-student-00833,standard,326,29839,1547,80,19.288,372.988,False,2.9839,0.1547
bench-student-00834,standard,228,21768,1275,91,17.073,239.209,False,2.1768,0.1275
bench-student-00835,standard,259,24273,1639,80,14.81,303.413,False,2.4273,0.1639
bench-student-00836,standard,256,24161,1467,80,16.47,302.012,False,2.4161,0.1467
bench-student-00837,standard,303,27957,1547,80,18.072,349.462,False,2.7957,0.1547
bench-student-00838,standard,290,26948,1724,80,15.631,336.85,False,2.6948,0.1724
bench-student-00839,standard,272,25458,1631,80,15.609,318.225,False,2.5458,0.1631
bench-student-00840,standard,358,32617,1636,80,19.937,407.712,True,3.2617,0.1636
bench-student-00841,standard,232,22029,1540,91,14.305,242.077,False,2.2029,0.154
bench-student-00842,standard,268,25097,1449,91,17.32,275.791,False,2.5097,0.1449
bench-student-00843,standard,166,16450,1366,91,12.042,180.769,False,1.645,0.1366
bench-student-00844,standard,251,23732,1557,91,15.242,260.791,False,2.3732,0.1557
bench-student-00845,standard,220,21064,1459,85,14.437,247.812,False,2.1064,0.1459
bench-student-00846,standard,243,22966,1631,80,14.081,287.075,False,2.2966,0.1631
bench-student-00847,standard,154,15538,1366,80,11.375,194.225,False,1.5538,0.1366
bench-student-00848,standard,202,19614,1471,80,13.334,245.175,False,1.9614,0.1471
bench-student-00849,standard,289,26864,1461,80,18.387,335.8,False,2.6864,0.1461
bench-student-00850,standard,218,20904,1724,80,12.125,261.3,False,2.0904,0.1724
bench-student-00851,standard,308,28366,1722,91,16.473,311.714,False,2.8366,0.1722
bench-student-00852,standard,301,27871,1641,80,16.984,348.387,False,2.7871,0.1641
bench-student-00853,standard,248,23385,1631,80,14.338,292.312,False,2.3385,0.1631
bench-student-00854,standard,237,22388,1472,80,15.209,279.85,False,2.2388,0.1472
bench-student-00855,standard,250,23639,1461,80,16.18,295.488,False,2.3639,0.1461
bench-student-00856,standard,303,28130,1540,80,18.266,351.625,False,2.813,0.154
bench-student-00857,standard,172,17041,1270,80,13.418,213.012,False,1.7041,0.127
bench-student-00858,standard,266,24799,1542,80,16.082,309.988,False,2.4799,0.1542
bench-student-00859,standard,254,23903,1540,80,15.521,298.788,False,2.3903,0.154
bench-student-00860,standard,261,24548,1537,80,15.971,306.85,False,2.4548,0.1537
bench-student-00861,standard,262,24578,1366,80,17.993,307.225,False,2.4578,0.1366
bench-student-00862,standard,269,25263,1538,80,16.426,315.788,False,2.5263,0.1538
bench-student-00863,standard,252,23780,1638,80,14.518,297.25,False,2.378,0.1638
bench-student-00864,standard,247,23385,1725,80,13.557,292.312,False,2.3385,0.1725
bench-student-00865,standard,301,27803,1469,80,18.926,347.538,False,2.7803,0.1469
bench-student-00866,standard,152,15268,1193,80,12.798,190.85,False,1.5268,0.1193
bench-student-00867,standard,168,16669,1112,91,14.99,183.176,False,1.6669,0.1112
bench-student-00868,standard,250,23588,1638,80,14.4,294.85,False,2.3588,0.1638
bench-student-00869,standard,211,20255,1365,80,14.839,253.188,False,2.0255,0.1365
bench-student-00870,standard,318,29428,1644,80,17.9,367.85,False,2.9428,0.1644
bench-student-00871,standard,170,16874,1353,80,12.472,210.925,False,1.6874,0.1353
bench-student-00872,standard,276,25740,1363,80,18.885,321.75,False,2.574,0.1363
bench-student-00873,standard,211,20389,1725,91,11.82,224.055,False,2.0389,0.1725
bench-student-00874,standard,255,23970,1457,80,16.452,299.625,False,2.397,0.1457
bench-student-00875,standard,154,15459,1267,80,12.201,193.238,False,1.5459,0.1267
bench-student-00876,heavy_tail,4500,367457,1297,85,283.313,4323.024,True,36.7457,0.1297
bench-student-00877,standard,150,15170,1368,91,11.089,166.703,False,1.517,0.1368
bench-student-00878,standard,260,24425,1813,80,13.472,305.312,False,2.4425,0.1813
bench-student-00879,standard,194,18872,1461,80,12.917,235.9,False,1.8872,0.1461
bench-student-00880,standard,163,16129,1451,80,11.116,201.613,False,1.6129,0.1451
bench-student-00881,standard,321,29447,1550,80,18.998,368.087,False,2.9447,0.155
bench-student-00882,standard,156,15654,1456,80,10.751,195.675,False,1.5654,0.1456
bench-student-00883,standard,196,19076,1279,80,14.915,238.45,False,1.9076,0.1279
bench-student-00884,standard,236,22424,1365,91,16.428,246.418,False,2.2424,0.1365
bench-student-00885,standard,252,23770,1724,91,13.788,261.209,False,2.377,0.1724
bench-student-00886,standard,306,28309,1724,80,16.421,353.863,False,2.8309,0.1724
bench-student-00887,standard,308,28408,1447,80,19.632,355.1,False,2.8408,0.1447
bench-student-00888,standard,199,19309,1275,80,15.144,241.363,False,1.9309,0.1275
bench-student-00889,standard,234,22262,1548,91,14.381,244.637,False,2.2262,0.1548
bench-student-00890,standard,212,20417,1636,80,12.48,255.213,False,2.0417,0.1636
bench-student-00891,standard,237,22461,1462,80,15.363,280.762,False,2.2461,0.1462
bench-student-00892,standard,258,24177,1457,80,16.594,302.212,False,2.4177,0.1457
bench-student-00893,standard,222,21224,1361,80,15.594,265.3,False,2.1224,0.1361
bench-student-00894,standard,239,22689,1459,91,15.551,249.33,False,2.2689,0.1459
bench-student-00895,standard,271,25370,1462,80,17.353,317.125,False,2.537,0.1462
bench-student-00896,standard,226,21433,1537,80,13.945,267.913,False,2.1433,0.1537
bench-student-00897,standard,217,20960,1446,91,14.495,230.33,False,2.096,0.1446
bench-student-00898,standard,213,20573,1547,91,13.299,226.077,False,2.0573,0.1547
bench-student-00899,standard,195,18959,1449,80,13.084,236.988,False,1.8959,0.1449
bench-student-00900,standard,228,21820,1634,91,13.354,239.78,False,2.182,0.1634
bench-student-00901,standard,336,30817,1545,80,19.946,385.212,False,3.0817,0.1545
bench-student-00902,standard,244,22997,1638,80,14.04,287.462,False,2.2997,0.1638
bench-student-00903,standard,252,23732,1459,80,16.266,296.65,False,2.3732,0.1459
bench-student-00904,standard,309,28485,1459,80,19.524,356.062,False,2.8485,0.1459
bench-student-00905,standard,313,28825,1381,91,20.873,316.758,False,2.8825,0.1381
bench-student-00906,standard,329,30225,1548,80,19.525,377.812,False,3.0225,0.1548
bench-student-00907,standard,311,28666,1558,80,18.399,358.325,False,2.8666,0.1558
bench-student-00908,standard,316,29076,1547,80,18.795,363.45,False,2.9076,0.1547
bench-student-00909,standard,288,26693,1636,80,16.316,333.663,False,2.6693,0.1636
bench-student-00910,standard,289,26910,1626,91,16.55,295.714,False,2.691,0.1626
bench-student-00911,standard,265,24891,1636,80,15.215,311.137,False,2.4891,0.1636
bench-student-00912,standard,265,24856,1371,80,18.13,310.7,False,2.4856,0.1371
bench-student-00913,standard,244,23011,1375,91,16.735,252.868,False,2.3011,0.1375
bench-student-00914,standard,279,26056,1553,80,16.778,325.7,False,2.6056,0.1553
bench-student-00915,standard,163,16297,1188,91,13.718,179.088,False,1.6297,0.1188
bench-student-00916,standard,167,16709,1285,91,13.003,183.615,False,1.6709,0.1285
bench-student-00917,standard,255,23952,1634,80,14.659,299.4,False,2.3952,0.1634
bench-student-00918,standard,157,15840,1634,80,9.694,198.0,False,1.584,0.1634
bench-student-00919,standard,293,27260,1555,80,17.531,340.75,False,2.726,0.1555
bench-student-00920,standard,192,18709,1456,80,12.85,233.863,False,1.8709,0.1456
bench-student-00921,standard,270,25275,1461,80,17.3,315.938,False,2.5275,0.1461
bench-student-00922,standard,288,26790,1808,80,14.817,334.875,False,2.679,0.1808
bench-student-00923,standard,270,25253,1284,80,19.667,315.663,False,2.5253,0.1284
bench-student-00924,standard,245,23075,1371,80,16.831,288.438,False,2.3075,0.1371
bench-student-00925,standard,192,18644,1543,80,12.083,233.05,False,1.8644,0.1543
bench-student-00926,standard,299,27656,1371,80,20.172,345.7,False,2.7656,0.1371
bench-student-00927,standard,320,29514,1631,80,18.096,368.925,False,2.9514,0.1631
bench-student-00928,standard,285,26568,1383,80,19.21,332.1,False,2.6568,0.1383
bench-student-00929,standard,203,19611,1285,91,15.261,215.505,False,1.9611,0.1285
bench-student-00930,standard,263,24589,1385,80,17.754,307.363,False,2.4589,0.1385
bench-student-00931,standard,236,22359,1550,80,14.425,279.488,False,2.2359,0.155
bench-student-00932,standard,161,16129,1373,91,11.747,177.242,False,1.6129,0.1373
bench-student-00933,standard,265,24765,1547,80,16.008,309.562,False,2.4765,0.1547
bench-student-00934,standard,285,26540,1461,80,18.166,331.75,False,2.654,0.1461
bench-student-00935,standard,246,23213,1543,80,15.044,290.163,False,2.3213,0.1543
bench-student-00936,standard,216,20776,1456,80,14.269,259.7,False,2.0776,0.1456
bench-student-00937,standard,227,21588,1368,91,15.781,237.231,False,2.1588,0.1368
bench-student-00938,standard,257,24266,1469,80,16.519,303.325,False,2.4266,0.1469
bench-student-00939,standard,172,17061,1535,80,11.115,213.262,False,1.7061,0.1535
bench-student-00940,standard,155,15612,1370,91,11.396,171.56,False,1.5612,0.137
bench-student-00941,standard,356,32447,1560,80,20.799,405.587,True,3.2447,0.156
bench-student-00942,standard,262,24639,1636,80,15.061,307.988,False,2.4639,0.1636
bench-student-00943,standard,267,25077,1550,80,16.179,313.462,False,2.5077,0.155
bench-student-00944,standard,168,16651,1264,80,13.173,208.137,False,1.6651,0.1264
bench-student-00945,standard,258,24247,1380,80,17.57,303.087,False,2.4247,0.138
bench-student-00946,standard,256,24124,1813,80,13.306,301.55,False,2.4124,0.1813
bench-student-00947,standard,250,23649,1461,91,16.187,259.879,False,2.3649,0.1461
bench-student-00948,standard,268,25146,1552,91,16.202,276.33,False,2.5146,0.1552
bench-student-00949,standard,233,22159,1542,80,14.37,276.988,False,2.2159,0.1542
bench-student-00950,standard,247,23305,1385,91,16.827,256.099,False,2.3305,0.1385
bench-student-00951,standard,281,26158,1461,80,17.904,326.975,False,2.6158,0.1461
bench-student-00952,standard,269,25309,1720,91,14.715,278.121,False,2.5309,0.172
bench-student-00953,standard,245,23092,1547,80,14.927,288.65,False,2.3092,0.1547
bench-student-00954,standard,281,26188,1462,85,17.912,308.094,False,2.6188,0.1462
bench-student-00955,standard,229,21810,1358,91,16.06,239.67,False,2.181,0.1358
bench-student-00956,standard,176,17330,1272,80,13.624,216.625,False,1.733,0.1272
bench-student-00957,standard,298,27545,1547,80,17.805,344.312,False,2.7545,0.1547
bench-student-00958,standard,314,29114,1542,80,18.881,363.925,False,2.9114,0.1542
bench-student-00959,standard,241,22868,1638,91,13.961,251.297,False,2.2868,0.1638
bench-student-00960,standard,215,20641,1449,80,14.245,258.012,False,2.0641,0.1449
bench-student-00961,standard,204,19826,1636,80,12.119,247.825,False,1.9826,0.1636
bench-student-00962,standard,228,21759,1636,91,13.3,239.11,False,2.1759,0.1636
bench-student-00963,standard,168,16697,1461,91,11.428,183.484,False,1.6697,0.1461
bench-student-00964,standard,244,23104,1454,80,15.89,288.8,False,2.3104,0.1454
bench-student-00965,standard,350,32001,1545,80,20.713,400.012,True,3.2001,0.1545
bench-student-00966,standard,256,24103,1274,80,18.919,301.288,False,2.4103,0.1274
bench-student-00967,standard,251,23702,1558,80,15.213,296.275,False,2.3702,0.1558
bench-student-00968,standard,289,26729,1634,80,16.358,334.113,False,2.6729,0.1634
bench-student-00969,standard,279,25988,1456,80,17.849,324.85,False,2.5988,0.1456
bench-student-00970,standard,192,18655,1285,80,14.518,233.188,False,1.8655,0.1285
bench-student-00971,standard,234,22301,1543,80,14.453,278.762,False,2.2301,0.1543
bench-student-00972,standard,223,21319,1366,80,15.607,266.488,False,2.1319,0.1366
bench-student-00973,standard,225,21496,1542,80,13.94,268.7,False,2.1496,0.1542
bench-student-00974,standard,285,26633,1572,80,16.942,332.913,False,2.6633,0.1572
bench-student-00975,standard,275,25675,1636,91,15.694,282.143,False,2.5675,0.1636
bench-student-00976,standard,206,19975,1459,80,13.691,249.688,False,1.9975,0.1459
bench-student-00977,standard,178,17514,1452,80,12.062,218.925,False,1.7514,0.1452
bench-student-00978,standard,298,27523,1636,80,16.823,344.038,False,2.7523,0.1636
bench-student-00979,standard,262,24514,1454,80,16.86,306.425,False,2.4514,0.1454
bench-student-00980,standard,216,20733,1452,91,14.279,227.835,False,2.0733,0.1452
bench-student-00981,standard,264,24772,1461,91,16.956,272.22,False,2.4772,0.1461
bench-student-00982,standard,307,28397,1366,80,20.788,354.962,False,2.8397,0.1366
bench-student-00983,standard,300,27881,1484,80,18.788,348.512,False,2.7881,0.1484
bench-student-00984,standard,201,19449,1553,91,12.524,213.725,False,1.9449,0.1553
bench-student-00985,standard,288,26844,1562,80,17.186,335.55,False,2.6844,0.1562
bench-student-00986,standard,207,20023,1638,80,12.224,250.287,False,2.0023,0.1638
bench-student-00987,standard,355,32361,1644,80,19.684,404.512,True,3.2361,0.1644
bench-student-00988,standard,145,14788,1272,91,11.626,162.505,False,1.4788,0.1272
bench-student-00989,standard,254,23903,1461,91,16.361,262.67,False,2.3903,0.1461
bench-student-00990,standard,196,18995,1361,80,13.957,237.438,False,1.8995,0.1361
bench-student-00991,standard,309,28476,1656,80,17.196,355.95,False,2.8476,0.1656
bench-student-00992,standard,269,25262,1558,80,16.214,315.775,False,2.5262,0.1558
bench-student-00993,standard,277,25825,1543,80,16.737,322.812,False,2.5825,0.1543
bench-student-00994,standard,250,23547,1631,80,14.437,294.337,False,2.3547,0.1631
bench-student-00995,standard,247,23342,1462,80,15.966,291.775,False,2.3342,0.1462
bench-student-00996,standard,266,24977,1472,80,16.968,312.212,False,2.4977,0.1472
bench-student-00997,standard,274,25492,1631,80,15.63,318.65,False,2.5492,0.1631
bench-student-00998,standard,211,20227,1361,80,14.862,252.838,False,2.0227,0.1361
bench-student-00999,standard,218,20865,1471,80,14.184,260.812,False,2.0865,0.1471
